employee_id,first_name,last_name,gender,age,department_id,job_title,employment_type,experience_years,joining_date,salary,bonus,manager_id,location,country,performance,training_hours,manager_rating,project_count,certification_count,status,readiness_score,leadership_score,technical_score,business_score,skill_gap_score,promotion_probability,attrition_probability,engagement_score,promotion_target,attrition_target,learning_priority
EMP08976,Kevin,Perez,Prefer not to say,34,D014,Best boy,Full-Time,8.8,2022-12-16,58513.66,5766.4,EMP08966,South Jennifermouth,Northern Mariana Islands,3.1,118,2.6,5,0,Active,67.71,52.62,84.9,71.1,22.77,60.17,30.4,4.8,0,0,Medium
EMP08977,Frank,Avila,Female,34,D003,Mental health nurse,Full-Time,13.8,2026-05-10,117089.7,20332.07,EMP08967,Lake Chris,San Marino,2.9,86,2.5,9,0,Active,74.08,39.58,67.97,81.02,29.57,56.83,29.02,4.0,0,0,Low
EMP08978,Lorraine,Gross,Female,38,D003,Management consultant,Full-Time,19.3,2019-08-08,165619.33,9839.79,EMP08968,Jordanhaven,Saint Lucia,4.6,10,5.0,2,1,Active,83.32,100.0,83.12,58.11,26.92,91.66,35.23,4.9,1,0,Low
EMP08979,Jeremy,Smith,Female,29,D006,Solicitor,Full-Time,11.4,2024-02-02,117990.21,21513.52,EMP08969,East Lauren,Peru,1.9,48,1.0,10,2,Exited,55.5,36.82,71.67,52.91,41.34,46.16,91.02,1.5,0,1,High
EMP08980,Kevin,Castaneda,Female,42,D008,Contracting civil engineer,Full-Time,17.3,2019-08-11,113317.68,19182.64,EMP08970,Webbchester,Madagascar,4.0,27,4.4,5,2,Active,78.7,90.18,79.93,58.25,28.87,84.44,8.31,3.2,1,0,Medium
EMP08981,Nicholas,Gross,Female,39,D020,Copy,Full-Time,14.3,2025-03-22,107101.46,5921.36,EMP08971,Jenkinsstad,Uzbekistan,3.7,36,3.1,9,2,Active,66.53,75.79,63.81,58.42,33.18,71.16,38.59,3.1,0,0,High
EMP08982,Victoria,King,Male,44,D017,Personal assistant,Contract,18.1,2019-02-14,106744.99,12135.05,EMP08972,Gailside,Suriname,2.5,17,2.5,9,4,Exited,67.35,75.08,74.14,41.74,35.77,71.22,80.99,2.0,0,1,High
EMP08983,Nathan,Henry,Female,23,D013,Cytogeneticist,Full-Time,4.9,2024-02-29,113238.75,1837.01,EMP08973,Walkerside,Bahamas,2.7,83,2.8,4,0,Active,50.22,66.4,57.83,100.0,49.74,58.31,38.99,4.6,0,0,Medium
EMP08984,Andrea,Crawford,Female,31,D005,"Engineer, electrical",Full-Time,10.6,2017-02-08,118253.75,15446.75,EMP08974,Colonhaven,Faroe Islands,3.3,105,3.8,9,2,Exited,78.38,64.9,32.5,72.65,16.36,71.64,85.26,2.2,0,1,Medium
EMP08985,Courtney,Dorsey,Female,37,D012,Charity fundraiser,Full-Time,16.2,2017-04-01,121516.5,2401.86,EMP08975,Matthewmouth,Ethiopia,4.8,61,5.0,4,4,Active,99.8,89.61,73.35,49.6,0.0,94.7,39.9,3.9,1,0,Low
EMP08986,Jonathan,Thomas,Female,26,D009,Osteopath,Full-Time,1.7,2025-09-26,111175.51,508.65,EMP08976,Port Rebekahhaven,Togo,3.7,0,3.9,8,4,Active,44.32,66.39,71.9,41.62,58.21,55.36,6.63,4.8,0,0,High
EMP08987,John,Young,Female,36,D001,Psychiatrist,Full-Time,11.4,2018-08-21,100867.04,16651.06,EMP08977,Dominguezport,Iraq,2.5,82,3.2,1,1,Exited,65.24,67.31,53.26,70.14,37.36,66.28,90.48,2.6,0,1,High
EMP08988,Ryan,Taylor,Female,35,D010,Midwife,Full-Time,14.5,2021-11-22,84237.03,7981.33,EMP08978,New Jessicatown,Afghanistan,4.1,102,4.1,7,3,Active,100.0,81.55,63.85,46.3,0.0,90.78,6.24,4.7,1,0,Medium
EMP08989,Paul,Cline,Male,38,D017,Advertising account planner,Contract,18.2,2021-07-19,134523.75,6652.73,EMP08979,Gonzalezfort,Albania,2.3,35,2.4,1,3,Exited,67.42,72.95,100.0,43.91,33.0,70.18,71.13,2.5,0,1,Medium
EMP08990,Stacey,Tucker,Female,37,D005,Bonds trader,Full-Time,12.7,2018-06-04,110217.8,14862.42,EMP08980,Greenmouth,Lithuania,2.9,70,3.8,11,3,Active,71.25,97.24,54.99,52.96,24.59,84.25,24.2,3.9,1,0,Medium
EMP08991,Renee,Shaw,Female,35,D015,Chartered accountant,Full-Time,18.0,2022-07-12,100134.2,8027.19,EMP08981,Lake Robert,Morocco,3.8,102,4.5,1,0,Active,89.86,90.52,66.02,81.33,8.8,90.19,7.04,3.2,1,0,Low
EMP08992,Kevin,Pacheco,Male,34,D011,Merchant navy officer,Full-Time,8.3,2019-08-30,104127.98,3999.13,EMP08982,Griffithburgh,Uganda,3.7,6,3.0,2,2,Exited,45.34,60.85,71.3,77.98,53.67,53.09,76.46,1.5,0,1,Medium
EMP08993,Laura,Oneill,Female,31,D006,"Engineer, civil (consulting)",Full-Time,8.6,2025-05-30,150773.6,18590.2,EMP08983,Francisville,Belgium,5.0,90,5.0,14,0,Active,92.46,76.1,57.18,57.72,13.73,84.28,21.27,3.4,1,0,High
EMP08994,Meghan,Rosario,Male,38,D002,Control and instrumentation engineer,Full-Time,21.9,2019-06-10,148951.27,4172.02,EMP08984,South Cameron,Turkmenistan,3.5,25,3.2,13,4,Active,89.06,73.47,47.8,46.88,17.22,81.27,8.19,4.5,1,0,Medium
EMP08995,Jenna,Kaiser,Female,29,D013,"Production assistant, television",Full-Time,9.3,2018-04-15,100544.74,11254.59,EMP08985,South Kyle,Netherlands,3.7,23,3.8,4,0,Exited,52.72,78.2,78.95,45.46,49.97,65.46,96.28,1.1,0,1,Low
EMP08996,Paul,Gonzalez,Female,33,D011,Agricultural consultant,Full-Time,9.8,2025-01-21,102524.93,5189.88,EMP08986,Holtberg,United States Minor Outlying Islands,2.8,50,2.1,6,4,Exited,55.98,46.3,92.93,85.06,42.62,51.14,90.87,1.4,0,1,Medium
EMP08997,Jessica,Sosa,Female,34,D014,"Engineer, structural",Full-Time,10.2,2019-11-17,128507.91,10242.26,EMP08987,Lake Theresaburgh,El Salvador,2.4,40,1.6,11,2,Exited,51.87,52.83,77.67,21.54,43.0,52.35,94.03,1.2,0,1,High
EMP08998,Michael,Gregory,Male,40,D004,Hydrologist,Full-Time,19.3,2019-03-26,140374.48,27573.75,EMP08988,Port Jennifer,Namibia,3.5,65,3.5,13,4,Active,93.07,62.95,46.21,53.9,7.33,78.01,22.76,3.6,1,0,Medium
EMP08999,Crystal,Robinson,Female,33,D001,Chief of Staff,Full-Time,12.1,2022-05-01,84829.47,9851.39,EMP08989,Parkershire,Chile,3.7,73,3.5,10,1,Active,77.11,72.09,74.25,57.52,33.24,74.6,16.26,4.8,0,0,Low
EMP09000,Michael,Petersen,Female,22,D001,Higher education lecturer,Full-Time,4.5,2024-04-29,71644.62,10728.42,EMP08990,Jenniferchester,Cuba,3.6,69,3.5,6,0,Active,58.38,70.19,65.23,81.8,49.62,64.28,26.36,4.6,0,0,High
EMP09001,Justin,Rodriguez,Female,26,D012,"Producer, radio",Full-Time,3.0,2025-11-30,112013.1,258.19,EMP08991,Lake Megan,Greenland,3.9,91,3.1,1,0,Active,54.47,42.08,51.98,64.96,47.13,48.28,36.97,4.3,0,0,Medium
EMP09002,Christopher,Black,Male,33,D017,Publishing rights manager,Full-Time,10.2,2023-03-17,108643.07,1146.76,EMP08992,Lake Johnberg,Niger,3.8,18,4.2,7,1,Active,62.61,100.0,76.2,87.41,40.89,81.31,34.06,4.3,1,0,Medium
EMP09003,Courtney,Alexander,Male,26,D016,Leisure centre manager,Full-Time,4.1,2024-03-18,58928.66,1325.53,EMP08993,Matthewville,Puerto Rico,2.4,34,3.3,14,1,Active,40.97,60.72,46.72,66.13,52.35,50.85,15.75,4.8,0,0,Medium
EMP09004,Joseph,Eaton,Male,41,D001,Museum education officer,Full-Time,16.3,2018-07-28,121417.17,744.29,EMP08994,East Erica,Saint Barthelemy,3.4,97,3.1,8,1,Active,87.43,67.63,81.92,53.12,13.48,77.53,27.34,3.7,1,0,Low
EMP09005,Sarah,Marks,Male,22,D016,Sport and exercise psychologist,Full-Time,0.6,2026-01-09,59232.07,7618.03,EMP08995,West Donnaland,Panama,1.0,23,1.0,6,3,Exited,22.73,8.37,77.82,81.99,74.35,15.55,85.91,2.5,0,1,Medium
EMP09006,Sarah,Cabrera,Male,45,D019,Sales executive,Full-Time,22.7,2017-09-14,143081.98,4032.65,EMP08996,Garystad,Cayman Islands,3.9,28,4.2,9,4,Active,93.43,99.63,64.84,51.72,11.07,96.53,26.57,3.8,1,0,Medium
EMP09007,Danny,Valdez,Female,27,D001,"Pharmacist, community",Full-Time,8.6,2022-05-07,111943.55,3715.08,EMP08997,West Melissa,Bahamas,3.5,52,3.1,11,3,Active,61.07,41.71,82.07,41.38,45.63,51.39,25.43,4.5,0,0,Medium
EMP09008,Bryce,Hudson,Male,32,D011,"Engineer, mining",Full-Time,13.1,2020-10-11,128913.26,21126.56,EMP08998,Susanmouth,Christmas Island,4.0,92,3.2,11,2,Exited,85.11,64.4,71.22,67.25,18.21,74.76,98.0,1.6,0,1,Low
EMP09009,Aaron,Hall,Female,34,D010,Ranger/warden,Part-Time,12.1,2022-10-24,114969.38,19332.8,EMP08999,West Jefferyborough,Libyan Arab Jamahiriya,4.0,117,4.4,2,4,Active,83.42,81.75,72.81,88.74,15.84,82.58,11.04,4.8,1,0,Low
EMP09010,Alexander,Blackburn,Male,36,D020,Chartered public finance accountant,Full-Time,14.0,2018-12-30,111191.69,4210.9,EMP09000,West Bruce,Tunisia,4.6,85,4.3,1,4,Active,95.45,59.53,67.54,59.49,7.67,77.49,10.84,3.9,1,0,Medium
EMP09011,Evan,Parker,Female,33,D018,Fast food restaurant manager,Contract,14.1,2020-08-30,87565.66,15245.5,EMP09001,Arroyoshire,Cote d'Ivoire,4.2,65,4.1,14,2,Active,80.57,95.9,54.05,51.96,19.01,88.23,39.91,3.4,1,0,High
EMP09012,Gabriel,Ramos,Female,27,D007,Printmaker,Contract,6.7,2024-12-09,70231.88,2334.97,EMP09002,North Michael,Yemen,2.0,2,2.8,10,3,Active,37.96,57.5,80.9,67.11,65.26,47.73,12.49,4.2,0,0,Low
EMP09013,William,Fleming,Female,25,D009,Therapeutic radiographer,Full-Time,8.3,2019-10-18,102531.79,17900.67,EMP09003,East Johnland,Papua New Guinea,2.5,48,2.9,1,0,Exited,52.05,45.19,59.89,55.22,47.3,48.62,88.28,1.7,0,1,High
EMP09014,Clifford,Curry,Male,34,D002,Theatre manager,Full-Time,17.9,2023-06-21,134517.73,25863.38,EMP09004,Brittanyberg,Somalia,4.3,27,5.0,1,1,Active,79.38,93.94,72.65,63.8,21.98,86.66,15.32,3.3,1,0,Low
EMP09015,Anne,Wiley,Female,35,D014,Soil scientist,Full-Time,14.8,2017-04-19,87830.23,17292.87,EMP09005,West Bethany,Austria,3.6,73,4.3,6,0,Active,78.55,93.65,66.3,99.62,16.5,86.1,6.82,4.8,1,0,Medium
EMP09016,Charles,Best,Male,36,D007,Public house manager,Full-Time,14.5,2022-09-08,94663.04,2637.98,EMP09006,New John,Somalia,2.7,69,2.4,7,4,Exited,73.72,48.44,81.97,72.56,30.64,61.08,70.35,1.6,0,1,High
EMP09017,Mary,Wilson,Female,45,D002,Actuary,Contract,23.4,2017-08-03,173549.57,17401.58,EMP09007,South Bruce,Georgia,2.8,18,3.2,1,4,Active,79.05,72.1,83.96,85.46,26.45,75.58,19.8,3.1,1,0,Low
EMP09018,Justin,Leach,Male,45,D005,"Scientist, water quality",Contract,16.6,2024-10-06,119169.0,2079.79,EMP09008,South Timothyland,Timor-Leste,1.8,38,1.5,7,0,Exited,59.03,47.52,76.37,24.86,36.9,53.28,77.39,1.6,0,1,Medium
EMP09019,Yesenia,Alexander,Male,38,D009,Airline pilot,Full-Time,10.8,2018-04-09,118892.97,9889.87,EMP09009,Carolinefort,Morocco,4.1,7,4.8,10,1,Active,76.18,88.57,97.44,78.0,23.15,82.37,16.1,4.8,1,0,Low
EMP09020,Jeremy,Stewart,Female,33,D009,Learning mentor,Full-Time,9.9,2025-06-08,104508.26,18539.85,EMP09010,Carterbury,Sao Tome and Principe,3.9,115,4.4,8,3,Active,81.54,66.0,49.79,73.69,22.16,73.77,9.91,4.6,0,0,Medium
EMP09021,Kathryn,Perkins,Female,42,D009,Fish farm manager,Full-Time,19.7,2018-02-20,124306.04,22326.49,EMP09011,Cuevasville,Montenegro,4.8,57,4.4,12,2,Active,100.0,94.02,72.01,77.56,0.14,97.01,30.8,4.8,1,0,High
EMP09022,Mary,Sanchez,Female,37,D010,Risk manager,Full-Time,15.1,2022-01-16,110243.15,12754.84,EMP09012,Hensonton,Liechtenstein,3.9,30,3.6,9,3,Active,76.24,69.35,73.1,72.96,23.78,72.79,29.46,4.5,0,0,Medium
EMP09023,Elizabeth,Gates,Female,28,D008,Educational psychologist,Contract,3.6,2025-07-24,113293.92,7208.55,EMP09013,Port Monica,Marshall Islands,4.5,50,4.6,3,1,Active,55.78,80.21,68.37,85.98,34.47,68.0,13.23,3.4,0,0,Low
EMP09024,Paul,Vance,Female,29,D002,"Solicitor, Scotland",Full-Time,2.5,2026-03-03,89172.44,10825.04,EMP09014,Glenbury,Togo,3.6,103,3.8,2,2,Active,66.77,79.71,67.14,50.11,27.66,73.24,18.41,3.8,0,0,Medium
EMP09025,Pamela,Robinson,Female,30,D001,Television production assistant,Full-Time,9.8,2026-05-17,86649.46,10079.69,EMP09015,Chadmouth,Antigua and Barbuda,3.4,85,3.5,14,3,Active,73.22,57.88,79.92,83.42,18.78,65.55,31.53,5.0,0,0,High
EMP09026,Janet,Miller,Male,38,D018,Statistician,Full-Time,14.5,2025-08-22,95346.09,4821.89,EMP09016,Matthewsberg,Greenland,4.8,41,4.8,10,3,Active,82.15,100.0,87.93,68.89,16.51,91.08,38.88,4.1,1,0,Medium
EMP09027,Jonathan,Obrien,Prefer not to say,26,D003,Call centre manager,Contract,2.3,2025-06-19,116278.42,9589.93,EMP09017,Lake Danielton,Gibraltar,4.1,99,4.4,14,2,Active,63.95,77.19,63.79,71.35,34.05,70.57,38.95,4.9,0,0,Low
EMP09028,Anna,Finley,Male,30,D012,"Editor, commissioning",Full-Time,5.1,2023-04-19,103456.37,977.81,EMP09018,West Franciscomouth,Seychelles,1.9,62,1.5,7,2,Exited,43.14,35.47,63.86,36.44,50.13,39.3,93.94,2.3,0,1,Low
EMP09029,Heather,Allen,Female,22,D011,Dealer,Full-Time,1.4,2025-11-20,84418.35,15860.11,EMP09019,Smithtown,Aruba,3.2,2,2.7,7,2,Active,30.18,53.32,59.68,77.57,79.23,41.75,33.14,3.4,0,0,Medium
EMP09030,Lisa,Travis,Female,28,D004,Environmental health practitioner,Contract,6.8,2020-01-04,129144.59,10003.88,EMP09020,East Karenville,Botswana,3.7,56,3.6,1,1,Exited,58.68,52.7,81.71,76.82,29.49,55.69,94.21,1.1,0,1,Medium
EMP09031,Keith,Hurst,Male,38,D011,Veterinary surgeon,Full-Time,18.9,2021-05-25,117992.52,8961.45,EMP09021,Jacksonton,French Southern Territories,5.0,73,5.0,14,0,Active,96.0,100.0,76.46,70.09,0.18,98.0,28.69,4.5,1,0,Medium
EMP09032,Jill,Davies,Male,29,D003,Newspaper journalist,Contract,9.7,2022-01-15,105486.74,3407.62,EMP09022,Rebeccaburgh,Uzbekistan,3.0,100,2.4,9,2,Exited,72.98,53.37,62.03,49.42,34.5,63.18,78.37,1.7,0,1,Low
EMP09033,David,Gordon,Male,37,D010,Lawyer,Full-Time,15.5,2018-11-23,156397.4,24215.95,EMP09023,Roweshire,United Kingdom,3.3,4,2.5,2,4,Exited,81.43,60.11,88.13,67.42,22.33,70.77,72.6,1.1,0,1,Medium
EMP09034,Lisa,Martin,Male,31,D014,Production manager,Full-Time,13.4,2024-03-18,103809.96,15900.59,EMP09024,Jamesland,Fiji,2.8,101,2.6,3,1,Active,75.22,50.0,71.01,62.09,31.23,62.61,39.09,3.9,0,0,Medium
EMP09035,Michele,Allen,Male,42,D013,Medical physicist,Full-Time,16.4,2019-12-17,127049.16,13743.15,EMP09025,Georgeland,Cyprus,3.3,2,3.2,2,0,Active,68.73,96.09,74.05,62.31,27.39,82.41,11.61,4.8,1,0,Medium
EMP09036,Amanda,Velasquez,Male,33,D009,"Engineer, broadcasting (operations)",Full-Time,14.0,2021-07-29,123342.16,14073.67,EMP09026,Martinezhaven,Afghanistan,2.3,96,2.4,10,2,Exited,63.81,61.77,51.57,100.0,40.65,62.79,91.97,1.8,0,1,Medium
EMP09037,Keith,Dennis,Female,39,D015,"Radiographer, therapeutic",Contract,14.8,2023-11-05,81209.39,13907.5,EMP09027,Griffithstad,Bolivia,2.5,90,3.2,6,4,Active,60.08,67.86,64.36,66.0,39.86,63.97,31.31,3.3,0,0,Low
EMP09038,Dana,Cook,Male,36,D017,Neurosurgeon,Full-Time,16.3,2023-06-20,98901.41,6594.9,EMP09028,Nealland,Bosnia and Herzegovina,3.9,106,4.4,3,0,Active,80.8,94.36,100.0,81.76,19.94,87.58,20.26,4.6,1,0,Medium
EMP09039,John,Maddox,Male,39,D005,Geophysicist/field seismologist,Full-Time,14.7,2023-12-29,123326.43,15540.13,EMP09029,Rickchester,United Arab Emirates,4.2,33,2.9,6,4,Active,84.61,65.65,46.16,79.32,14.65,75.13,21.67,4.1,1,0,Medium
EMP09040,James,Oneal,Female,29,D011,Homeopath,Full-Time,11.6,2023-01-03,87783.43,16900.84,EMP09030,Nelsonfurt,Bangladesh,4.2,28,3.9,3,0,Active,71.7,69.09,100.0,82.17,29.93,70.4,28.17,3.8,0,0,Medium
EMP09041,Sarah,Nunez,Non-Binary,32,D002,Learning mentor,Full-Time,9.6,2017-12-28,99774.06,15099.78,EMP09031,Deborahport,Niue,2.5,33,1.8,6,0,Exited,46.57,33.88,70.46,57.63,49.08,40.22,91.11,1.2,0,1,Medium
EMP09042,Lisa,Johnson,Female,41,D019,Clothing/textile technologist,Contract,15.9,2024-12-07,113520.16,1205.71,EMP09032,Nicholasfurt,Turkey,3.4,114,3.4,7,4,Active,91.65,70.93,84.86,40.2,1.59,81.29,19.77,4.1,1,0,High
EMP09043,Roger,Young,Non-Binary,38,D020,"Designer, interior/spatial",Full-Time,22.1,2016-12-30,93495.0,15750.19,EMP09033,Port Julieburgh,Japan,4.1,7,4.0,13,2,Active,88.46,94.75,82.7,55.71,19.13,91.61,27.62,3.4,1,0,Medium
EMP09044,Melissa,Reilly,Male,40,D013,Land,Full-Time,14.0,2024-12-12,56999.1,11144.84,EMP09034,Jeremyfort,Libyan Arab Jamahiriya,4.4,35,3.1,1,4,Active,81.72,84.28,82.57,73.33,12.27,83.0,15.38,4.1,1,0,Medium
EMP09045,Michael,Davis,Female,41,D009,Music therapist,Full-Time,23.1,2018-05-14,151585.85,11106.93,EMP09035,Cassandraside,Antarctica (the territory South of 60 deg S),4.2,4,3.9,12,4,Active,90.87,96.62,68.11,54.15,17.32,93.75,39.2,3.4,1,0,Low
EMP09046,Sarah,Owen,Male,38,D008,"Designer, fashion/clothing",Full-Time,17.9,2022-01-22,123411.65,14093.14,EMP09036,New Whitneyfort,Solomon Islands,2.3,45,2.0,9,2,Exited,74.39,72.07,57.03,64.72,25.74,73.23,71.15,2.9,0,1,Medium
EMP09047,Anthony,Sanchez,Male,29,D018,"Doctor, general practice",Full-Time,8.9,2026-02-20,84740.06,12966.57,EMP09037,Port Kathyborough,Guatemala,2.6,28,2.2,14,2,Exited,47.27,55.56,87.44,61.18,43.84,51.42,73.91,2.3,0,1,Medium
EMP09048,Jessica,Butler,Female,28,D013,"Designer, ceramics/pottery",Full-Time,4.9,2024-10-29,87361.08,13182.44,EMP09038,Hallport,Turks and Caicos Islands,5.0,39,5.0,8,0,Active,74.22,62.41,55.01,50.01,18.76,68.32,23.49,4.5,0,0,Medium
EMP09049,Brenda,Payne,Male,30,D011,"Administrator, charities/voluntary organisations",Full-Time,8.8,2023-03-16,112791.17,20821.93,EMP09039,North Jesse,Bosnia and Herzegovina,4.3,35,5.0,11,1,Active,69.08,100.0,48.32,68.82,36.61,84.54,15.96,4.8,1,0,Medium
EMP09050,Jasmine,Watson,Female,27,D009,Special educational needs teacher,Full-Time,9.6,2021-10-17,105481.08,8343.45,EMP09040,North Heatherfort,Burundi,3.8,52,4.0,3,3,Active,67.92,90.11,62.84,79.5,34.93,79.01,31.82,3.3,1,0,Medium
EMP09051,Jacob,Davis,Female,40,D015,"Engineer, land",Full-Time,15.6,2025-01-21,134089.19,10131.29,EMP09041,South Jenniferport,Poland,2.8,55,3.1,12,4,Active,68.37,62.61,62.12,57.27,34.11,65.49,13.28,4.2,0,0,Low
EMP09052,Angela,Johnson,Female,40,D005,Health visitor,Full-Time,19.8,2021-06-23,93217.08,5131.54,EMP09042,Kylehaven,Barbados,3.5,24,3.0,8,1,Active,79.11,93.89,63.0,61.61,20.76,86.5,39.54,4.8,1,0,Low
EMP09053,Jacob,Williams,Female,35,D002,Orthoptist,Full-Time,11.7,2017-07-12,86843.15,16427.95,EMP09043,Port Ashley,Azerbaijan,4.0,47,3.3,14,1,Exited,77.02,61.82,52.16,63.25,26.93,69.42,70.95,1.5,0,1,Medium
EMP09054,Nicholas,Jones,Male,30,D013,Furniture conservator/restorer,Full-Time,12.4,2025-07-26,128014.11,16426.36,EMP09044,West Melindafort,Lebanon,3.3,22,3.1,5,0,Active,60.72,61.97,86.94,71.59,35.89,61.35,14.81,4.7,0,0,Medium
EMP09055,Steve,Hernandez,Male,41,D007,Geophysical data processor,Full-Time,16.4,2017-04-19,122414.96,14658.25,EMP09045,North Johnborough,Germany,2.8,39,2.7,3,3,Exited,76.74,55.93,68.44,70.77,23.68,66.33,85.57,2.7,0,1,Medium
EMP09056,Carol,Jones,Male,31,D019,"Conservator, museum/gallery",Contract,9.4,2019-10-16,91298.68,12546.19,EMP09046,Port Thomas,Ecuador,3.0,66,3.1,8,0,Exited,67.94,55.41,76.67,42.26,34.27,61.68,90.22,2.1,0,1,Medium
EMP09057,Nicholas,King,Male,42,D015,Theatre stage manager,Full-Time,20.8,2018-02-09,116641.99,4725.02,EMP09047,South Chadhaven,Western Sahara,3.0,77,3.8,5,0,Active,89.71,100.0,46.97,58.18,15.73,94.86,39.62,4.2,1,0,Low
EMP09058,Robert,Stephens,Male,35,D004,Systems developer,Full-Time,7.4,2021-10-25,85303.18,11581.84,EMP09048,Jenniferburgh,Gibraltar,3.5,31,4.1,11,2,Active,61.0,78.27,86.78,55.64,34.97,69.63,14.88,3.3,0,0,Low
EMP09059,Ryan,West,Female,37,D020,Nature conservation officer,Full-Time,15.0,2026-08-02,147244.31,12783.03,EMP09049,Rosston,Congo,3.6,45,4.3,14,1,Active,82.72,100.0,61.92,80.58,15.62,91.36,35.15,4.7,1,0,Medium
EMP09060,Christian,Taylor,Male,35,D014,Community development worker,Contract,11.8,2026-04-23,67257.22,3017.77,EMP09050,Scotttown,Guinea,3.9,100,3.6,8,1,Active,83.57,72.03,56.84,86.92,15.89,77.8,32.16,4.9,1,0,Medium
EMP09061,Donald,Green,Male,36,D006,"Engineer, manufacturing systems",Full-Time,11.7,2025-10-28,74938.77,2119.01,EMP09051,Port Anthony,Senegal,3.9,82,4.0,5,0,Active,79.81,75.19,56.59,47.22,20.23,77.5,24.54,3.7,1,0,Low
EMP09062,Lawrence,Henderson,Non-Binary,29,D020,"Scientist, marine",Full-Time,9.5,2019-07-17,83211.31,3499.22,EMP09052,Timothychester,Philippines,4.3,92,3.1,12,3,Exited,75.42,65.65,62.55,60.07,27.39,70.54,90.51,2.3,0,1,Medium
EMP09063,Phillip,Coleman,Male,30,D020,Barista,Full-Time,8.6,2021-12-04,95402.44,1101.45,EMP09053,West Suzannefurt,French Polynesia,1.6,75,1.6,10,2,Exited,46.29,38.95,70.08,65.16,50.58,42.62,85.64,2.6,0,1,Low
EMP09064,John,Pierce,Male,46,D002,Product/process development scientist,Full-Time,21.2,2017-05-28,175279.83,4272.73,EMP09054,South Andrew,Pitcairn Islands,3.3,79,3.3,8,4,Active,93.4,78.65,67.51,76.93,0.0,86.03,29.15,3.5,1,0,Low
EMP09065,Gordon,Patel,Female,26,D020,Cabin crew,Full-Time,3.6,2025-09-05,103474.15,6196.64,EMP09055,Justinside,Turkmenistan,3.9,0,3.4,11,2,Active,45.59,49.44,78.51,61.52,49.68,47.52,8.25,4.0,0,0,Medium
EMP09066,Stephanie,May,Female,43,D009,"Surveyor, land/geomatics",Full-Time,22.1,2017-01-24,134981.49,8815.96,EMP09056,Lewisfort,Chad,4.0,49,3.9,4,2,Active,87.88,87.17,78.94,66.45,25.09,87.52,9.95,3.6,1,0,Medium
EMP09067,Antonio,Chen,Male,34,D011,Mudlogger,Full-Time,13.1,2017-05-24,124848.73,12530.06,EMP09057,Benjaminside,Samoa,3.7,64,3.3,10,2,Active,78.76,81.42,87.99,88.53,19.25,80.09,26.49,4.1,1,0,Low
EMP09068,Laura,White,Male,36,D001,Armed forces operational officer,Full-Time,12.2,2021-09-29,80792.58,7323.31,EMP09058,Danielport,Egypt,2.8,57,2.8,3,2,Active,56.31,52.59,73.5,51.85,38.04,54.45,24.6,4.5,0,0,Low
EMP09069,Mary,Brown,Male,35,D002,Podiatrist,Full-Time,10.6,2023-02-20,108973.65,12431.75,EMP09059,Kennethland,Japan,4.4,38,3.9,4,0,Active,70.6,63.46,57.79,42.12,26.51,67.03,39.54,4.3,0,0,Low
EMP09070,Dennis,Bradley,Male,34,D009,"Teacher, early years/pre",Full-Time,16.2,2019-10-17,113525.48,17030.53,EMP09060,Port Alison,Heard Island and McDonald Islands,4.2,44,3.7,5,3,Active,91.46,72.8,80.29,67.2,4.69,82.13,26.18,4.9,1,0,Medium
EMP09071,Holly,Berry,Female,35,D013,"Therapist, drama",Full-Time,13.9,2022-07-29,92827.53,12035.78,EMP09061,West Amber,Paraguay,2.9,117,3.0,2,2,Active,87.48,55.7,78.57,66.11,11.9,71.59,36.52,4.6,0,0,Low
EMP09072,Jeffrey,Atkins,Male,26,D017,"Engineer, electrical",Full-Time,1.4,2025-09-27,88940.22,965.69,EMP09062,Lake John,Cote d'Ivoire,4.5,111,4.1,12,0,Active,69.75,82.78,81.46,61.75,40.66,76.27,31.5,3.8,1,0,Medium
EMP09073,Christina,Dickerson,Female,40,D016,Trade union research officer,Full-Time,18.9,2017-06-25,123272.04,3758.93,EMP09063,Matthewfurt,Vanuatu,2.7,96,2.6,12,4,Active,86.4,78.42,63.85,81.18,18.98,82.41,36.93,4.8,1,0,Low
EMP09074,Amy,Clark,Male,34,D017,Tour manager,Full-Time,12.6,2023-12-21,79467.87,13387.52,EMP09064,South Jamie,Seychelles,4.1,93,4.5,9,0,Active,87.38,92.02,68.79,68.66,6.17,89.7,11.26,3.5,1,0,High
EMP09075,Charles,Anderson,Male,39,D014,General practice doctor,Part-Time,14.8,2025-03-28,137662.71,739.0,EMP09065,Port Patrickville,Lesotho,4.3,31,4.2,8,3,Active,78.62,84.65,78.18,70.68,18.9,81.63,35.71,4.5,1,0,Low
EMP09076,Vanessa,Smith,Male,22,D019,"Librarian, public",Full-Time,4.7,2025-07-03,93914.01,16521.74,EMP09066,Mendozahaven,Guernsey,4.7,12,4.4,4,4,Active,50.61,77.76,87.21,26.5,49.14,64.18,25.59,4.7,0,0,Medium
EMP09077,Jessica,Lopez,Female,44,D002,Cabin crew,Full-Time,16.1,2019-08-16,101576.99,4933.07,EMP09067,West Melissaborough,Holy See (Vatican City State),2.3,63,1.9,9,1,Exited,69.1,44.83,50.75,75.91,28.98,56.97,78.49,1.9,0,1,High
